0,1
"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [122 121 142]
  [245 250 253]
  [255 254 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [108 109 125]
  [207 218 230]
  [247 246 253]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [101 104 111]
  [160 178 184]
  [244 249 254]]

 ...

 [[253 249 250]
  [217 217 221]
  [232 243 244]
  ...
  [112 110 111]
  [107 104 105]
  [112 109 113]]

 [[255 255 255]
  [255 255 255]
  [249 255 255]
  ...
  [107 107 110]
  [111 108 108]
  [106 104 105]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [102 102 105]
  [108 105 108]
  [104 104 106]]]",0
"[[[245 237 239]
  [253 251 251]
  [255 255 255]
  ...
  [100  98 103]
  [113 112 126]
  [202 216 223]]

 [[255 254 254]
  [255 255 255]
  [255 255 255]
  ...
  [ 98  97  97]
  [105 103 115]
  [208 213 220]]

 [[234 223 211]
  [255 254 253]
  [255 255 255]
  ...
  [ 97  96  98]
  [ 98  97 105]
  [151 166 179]]

 ...

 [[255 255 255]
  [254 253 254]
  [245 245 238]
  ...
  [106 103 106]
  [109 110 110]
  [103 100 100]]

 [[255 255 255]
  [255 255 255]
  [230 233 229]
  ...
  [106 102 101]
  [105 105 104]
  [107 105 105]]

 [[255 255 255]
  [255 255 255]
  [254 254 253]
  ...
  [107 104 101]
  [101 101 100]
  [104 104 106]]]",0
"[[[253 247 246]
  [255 255 255]
  [255 255 255]
  ...
  [103 104 112]
  [169 170 170]
  [246 248 248]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 96  98 101]
  [184 175 185]
  [255 254 254]]

 [[251 249 248]
  [254 255 255]
  [255 255 255]
  ...
  [ 94  94  96]
  [132 123 132]
  [245 242 243]]

 ...

 [[226 239 238]
  [231 234 229]
  [255 250 250]
  ...
  [109 103 107]
  [104  99 101]
  [100  97 100]]

 [[255 255 254]
  [255 255 252]
  [236 221 213]
  ...
  [105 102 105]
  [103 101 104]
  [105 100 103]]

 [[255 255 255]
  [255 255 255]
  [235 234 226]
  ...
  [101  99 102]
  [105 103 107]
  [104 101 104]]]",0
"[[[220 219 208]
  [247 241 251]
  [255 255 255]
  ...
  [ 98  97  97]
  [124 125 126]
  [200 201 184]]

 [[246 250 253]
  [248 248 254]
  [255 255 255]
  ...
  [ 93  93  99]
  [124 112 144]
  [252 242 252]]

 [[246 252 229]
  [230 232 255]
  [255 255 255]
  ...
  [ 93  93  96]
  [131 109 127]
  [249 234 237]]

 ...

 [[255 255 255]
  [251 255 255]
  [250 250 255]
  ...
  [ 98  97 100]
  [101 101 104]
  [ 99 101 105]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 95  95  96]
  [100  99 107]
  [101 100 102]]

 [[254 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 96  95  94]
  [ 97  95  98]
  [ 98  96  96]]]",0
"[[[177 193 189]
  [232 237 255]
  [255 253 254]
  ...
  [ 90  89  88]
  [ 94  91  92]
  [120 120 129]]

 [[213 222 208]
  [223 220 222]
  [238 228 234]
  ...
  [ 89  89  89]
  [ 91  92  95]
  [110 110 114]]

 [[247 251 250]
  [253 252 255]
  [255 253 254]
  ...
  [ 91  90  91]
  [ 90  91  91]
  [100 104 113]]

 ...

 [[238 244 239]
  [180 186 206]
  [162 163 155]
  ...
  [ 99  96  98]
  [102 102 105]
  [ 98  94  96]]

 [[255 255 255]
  [255 255 255]
  [234 217 213]
  ...
  [ 99  93  94]
  [100  98 101]
  [ 99  96  99]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [101  94  95]
  [ 97  94  96]
  [101 100 104]]]",0
"[[[140 148 146]
  [149 162 161]
  [160 177 185]
  ...
  [ 91  92  95]
  [100 100 104]
  [124 127 137]]

 [[178 178 187]
  [176 174 170]
  [217 220 231]
  ...
  [ 86  84  87]
  [ 89  90  93]
  [ 99 110 111]]

 [[147 149 148]
  [179 165 171]
  [247 243 240]
  ...
  [ 89  87  91]
  [ 87  90  92]
  [ 93 103 116]]

 ...

 [[254 252 253]
  [216 210 198]
  [170 164 158]
  ...
  [ 98  94  95]
  [103 103 103]
  [ 97  95  95]]

 [[255 255 255]
  [255 255 255]
  [247 242 253]
  ...
  [ 99  95  99]
  [100  98 101]
  [100 100 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 96  93  96]
  [ 96  94  98]
  [ 99  99 103]]]",0
"[[[136 147 147]
  [140 148 142]
  [151 161 156]
  ...
  [ 89  88  88]
  [ 94  91  93]
  [109 111 108]]

 [[163 170 200]
  [187 177 177]
  [176 163 166]
  ...
  [ 90  90  91]
  [ 89  89  90]
  [ 97  98 104]]

 [[170 175 163]
  [160 150 148]
  [175 161 171]
  ...
  [ 90  90  90]
  [ 88  88  90]
  [ 92  92  99]]

 ...

 [[255 247 249]
  [240 222 221]
  [255 253 248]
  ...
  [101  94  96]
  [100  95  95]
  [102  98  97]]

 [[255 250 253]
  [255 255 255]
  [255 255 255]
  ...
  [ 99  94  94]
  [ 97  94  95]
  [101 103 103]]

 [[249 254 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 98  97  94]
  [ 92  92  94]
  [ 95  95  98]]]",0
"[[[145 151 147]
  [153 161 158]
  [154 166 168]
  ...
  [ 87  84  84]
  [ 90  87  86]
  [ 95  94  97]]

 [[136 144 148]
  [136 143 140]
  [152 160 161]
  ...
  [ 89  87  88]
  [ 87  86  86]
  [ 93  92  96]]

 [[182 191 225]
  [196 197 187]
  [179 172 169]
  ...
  [ 88  88  88]
  [ 88  87  85]
  [ 89  88  85]]

 ...

 [[255 248 247]
  [249 219 208]
  [225 212 214]
  ...
  [101  94  98]
  [ 97  96  97]
  [ 98 100  99]]

 [[252 255 255]
  [255 255 255]
  [254 253 255]
  ...
  [ 99  93  96]
  [ 95  92  92]
  [ 98  98  98]]

 [[241 249 254]
  [255 255 255]
  [255 255 255]
  ...
  [101  98  99]
  [ 97  92  93]
  [ 95  94  95]]]",0
"[[[154 168 170]
  [162 170 176]
  [156 177 187]
  ...
  [ 81  81  83]
  [ 93  93  93]
  [ 92  93  94]]

 [[155 169 174]
  [153 166 160]
  [168 180 189]
  ...
  [ 82  82  86]
  [ 85  85  88]
  [ 87  87  88]]

 [[139 150 151]
  [139 146 146]
  [144 146 146]
  ...
  [ 91  89  91]
  [ 87  85  87]
  [ 86  85  88]]

 ...

 [[180 197 201]
  [145 160 163]
  [141 153 146]
  ...
  [115 106 105]
  [ 97  91  93]
  [100  98  99]]

 [[252 255 255]
  [245 242 248]
  [230 212 201]
  ...
  [124 117 113]
  [ 93  89  91]
  [100  97  99]]

 [[226 252 255]
  [221 232 239]
  [255 255 255]
  ...
  [136 127 122]
  [ 96  90  92]
  [ 97  93  96]]]",0
"[[[146 156 155]
  [171 180 163]
  [160 177 186]
  ...
  [ 84  81  81]
  [ 93  88  88]
  [ 92  89  89]]

 [[157 168 168]
  [147 163 159]
  [178 181 186]
  ...
  [ 87  85  84]
  [ 84  84  87]
  [ 87  86  90]]

 [[146 156 152]
  [138 148 140]
  [162 165 153]
  ...
  [ 89  88  90]
  [ 84  84  86]
  [ 84  84  86]]

 ...

 [[199 207 205]
  [145 159 159]
  [145 160 157]
  ...
  [ 99  93  94]
  [ 93  92  92]
  [ 94  96  96]]

 [[233 216 219]
  [210 214 208]
  [145 154 142]
  ...
  [102  97  99]
  [ 91  88  91]
  [ 97  97  97]]

 [[255 255 255]
  [254 254 251]
  [253 253 228]
  ...
  [109 100 101]
  [ 88  86  91]
  [ 95  94  98]]]",0
